,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed,Created,Importance,Description
8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,210097,File System,NFS,tj,NEW, ---,5.9.6 hard lockup with infiniband,2020-11-27 17:17:59,2020-11-07 12:15:00,P1 high,
8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,8729,211023,IO/Storage,Serial ATA,tj,NEW, ---,Spurious Kernel errors while ejecting a USB-KEY/USB-drive,2021-02-28 21:05:26,2021-01-04 09:57:00,P1 high,
8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,8730,211873,IO/Storage,Serial ATA,tj,NEW, ---,ASM1166: too many SATA ports detected,2021-02-21 10:17:58,2021-02-21 10:17:00,P1 normal,
8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,8731,212339,IO/Storage,Serial ATA,tj,NEW, ---,Repeated messages in dmesg about sata  link speeds,2021-04-05 20:04:20,2021-03-18 19:14:00,P1 normal,
8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,8732,212365,IO/Storage,Serial ATA,tj,NEW, ---,SATA hotplug is not working any more,2021-04-05 20:01:49,2021-03-20 09:43:00,P1 normal,
8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,8733,212485,IO/Storage,Serial ATA,tj,NEW, ---,WARNING at libata-core.c:4959 (ata_port_request_pm),2021-03-30 15:37:22,2021-03-30 15:37:00,P1 normal,
8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,8734,213795,IO/Storage,Serial ATA,tj,NEW, ---,CD-ROM opens after suspend,2021-08-05 01:52:29,2021-07-20 06:47:00,P1 low,
8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,8735,215107,IO/Storage,Serial ATA,tj,NEW, ---,"error after Read ata classic disks on boot :Read log page 0x08 failed, Emask 0x1",2021-11-22 18:50:04,2021-11-22 18:50:00,P1 normal,
8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,8736,215450,IO/Storage,Serial ATA,tj,NEW, ---,"after resuming from suspend, block device write cache is enabled",2022-01-04 12:09:58,2022-01-04 12:09:00,P1 normal,
8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,8737,215519,IO/Storage,Serial ATA,tj,NEW, ---,failed command: READ FPDMA QUEUED,2022-02-11 22:46:43,2022-01-22 10:53:00,P1 high,
8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,8738,215564,IO/Storage,Serial ATA,tj,NEW, ---,SATA device partitions do not populate unless partx -a /dev/sda is run,2022-02-03 23:41:34,2022-02-03 23:41:00,P1 normal,
8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,215732,IO/Storage,Serial ATA,tj,NEW, ---,Marvell 88SE9230: cannot create duplicate filename in sysfs,2022-04-04 08:24:18,2022-03-23 11:06:00,P1 low,
8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,8740,205219,Tools,KUnit,tools_kunit,NEW, ---,"tools/testing/kunit/kunit.py run --build_dir='<foo>' fails on ""unclean"" trees",2021-06-24 19:54:10,2019-10-16 21:21:00,P1 normal,
8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,205221,Tools,KUnit,tools_kunit,NEW, ---,kunit.py should default to --build_dir=.kunit,2019-10-16 21:38:05,2019-10-16 21:37:00,P1 enhancement,
8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,8742,205259,Tools,KUnit,tools_kunit,NEW, ---,kunit_tool: use KUnit defconfig by default,2019-10-25 00:00:10,2019-10-18 23:15:00,P1 normal,
8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,8743,205261,Tools,KUnit,tools_kunit,NEW, ---,Add support for parameterized tests,2019-10-19 01:12:37,2019-10-19 01:04:00,P1 normal,
8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,205263,Tools,KUnit,tools_kunit,NEW, ---,Add support for external data driven tests,2019-10-19 01:12:37,2019-10-19 01:11:00,P1 normal,
8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,8745,205495,Tools,KUnit,tools_kunit,NEW, ---,experimental: mocking: KUnit function mocks do not support functions with no parameters,2019-11-11 23:37:38,2019-11-11 23:37:00,P1 normal,
8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,205535,Tools,KUnit,tools_kunit,NEW, ---,kunit_tool: support running KUnit from make,2019-11-14 21:54:30,2019-11-14 21:52:00,P1 enhancement,
8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,8747,205761,Tools,KUnit,tools_kunit,NEW, ---,kunit_tool: add TAP extraction support for non-UML kernels,2019-12-04 00:51:20,2019-12-04 00:51:00,P1 normal,
8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,205771,Tools,KUnit,tools_kunit,NEW, ---,UML: allyesconfig doesn't build/boot,2019-12-05 22:31:11,2019-12-04 21:55:00,P1 normal,
8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,8749,205773,Tools,KUnit,tools_kunit,NEW, ---,Documentation: kunit: error in example on usage page,2022-02-07 20:33:13,2019-12-04 22:20:00,P1 normal,
8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,8750,93981,Tools,Other,tools_other,NEW, ---,"[util-linux] login, shells, file paths, and the /usr/bin/ merge",2017-03-12 10:21:46,2015-02-28 08:35:00,P1 normal,
8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,8751,102341,Tools,Other,tools_other,NEW, ---,rtctest.c,2015-09-09 10:32:46,2015-08-05 14:03:00,P1 enhancement,
8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,105611,Tools,Other,tools_other,NEW, ---,crashkernel reservation failed - memory is in use,2015-10-06 23:10:09,2015-10-06 23:09:00,P1 normal,
8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,105831,Tools,Other,tools_other,NEW, ---,"KBD - Add bar to altgr + ""-""",2016-05-16 20:58:47,2015-10-11 21:13:00,P1 enhancement,
8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,8754,108521,Tools,Other,tools_other,NEW, ---,[util-linux] column -s X -t fails when there are colour escapes before X,2017-03-12 10:21:49,2015-11-27 00:08:00,P1 normal,
8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,8755,116131,Tools,Other,tools_other,NEW, ---,"""Directory does not exist"" when doing tools perf_install out-of-tree build",2016-04-11 19:34:31,2016-04-10 20:15:00,P1 normal,
8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,8756,117261,Tools,Other,tools_other,NEW, ---,util-linux's cal gives wrong leap years before 1800,2017-03-12 10:21:51,2016-04-26 20:49:00,P1 enhancement,
8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,8757,118661,Tools,Other,tools_other,NEW, ---,kmod : why does modinfo not report built-in modules - please can it be made to do so ?,2016-06-30 10:55:53,2016-05-21 17:37:00,P1 normal,
8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,8758,119311,Tools,Other,tools_other,NEW, ---,ss command output - columns too wide,2021-03-30 06:56:45,2016-05-31 09:43:00,P1 enhancement,
8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,153161,Tools,Other,tools_other,NEW, ---,libcpupower: cpupower_is_cpu_online is not in public API,2018-02-03 12:44:05,2016-08-15 18:25:00,P1 low,
8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,8760,176851,Tools,Other,tools_other,NEW, ---,Problem with libpython-version when compilling 'tools/perf',2016-10-06 17:01:53,2016-10-06 17:01:00,P1 normal,
8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,8761,187451,Tools,Other,tools_other,NEW, ---,can not trace function (main) with perf-probe,2016-11-11 15:15:40,2016-11-11 15:15:00,P1 normal,
8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,8762,189281,Tools,Other,tools_other,NEW, ---,Off-by-one errors in turbostat,2016-11-29 01:01:23,2016-11-29 01:00:00,P1 normal,
8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,8763,190781,Tools,Other,tools_other,NEW, ---,Alphebetize menuconfig options,2017-03-05 03:20:55,2016-12-20 20:40:00,P1 normal,
8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,8764,194291,Tools,Other,tools_other,NEW, ---,tools/perf/util/bpf-prologue.c gen_prologue_fastpath structure args.value is the only arguments used.,2017-02-07 05:56:34,2017-02-07 05:56:00,P1 normal,
8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,8765,194857,Tools,Other,tools_other,NEW, ---,building util-linux-2.29.2 doesn't seem to be including libs from <proj>/lib @ link,2017-03-14 02:00:52,2017-03-12 10:18:00,P1 normal,
8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,8766,195967,Tools,Other,tools_other,NEW, ---,Kmod build final link doesn't honor LDFLAGS,2017-06-02 19:47:40,2017-06-02 19:47:00,P1 normal,
8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,8767,196073,Tools,Other,tools_other,NEW, ---,when cross-compiling with ARCH=i386 on x64 machine sign-file is generated as x64,2017-06-14 16:49:22,2017-06-14 16:49:00,P1 normal,
8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,8768,196797,Tools,Other,tools_other,NEW, ---,KGDB on some kernel version couldn't insert break point,2017-08-31 02:00:30,2017-08-30 08:41:00,P1 normal,
8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,8769,197471,Tools,Other,tools_other,NEW, ---,fdisk does not display c/h/s values correctly,2017-10-27 13:17:30,2017-10-27 13:13:00,P1 low,
8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,8770,198011,Tools,Other,tools_other,NEW, ---,[util-linux] look is ignoring locale.,2017-11-28 10:23:04,2017-11-28 10:23:00,P1 high,
8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,8771,198039,Tools,Other,tools_other,NEW, ---,[util-linux] look parameter for giving back line numbers.,2017-11-30 07:53:51,2017-11-30 07:53:00,P1 enhancement,
8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,198565,Tools,Other,tools_other,NEW, ---,"[util-linux] gid lookups with getgrnam_r() should handle an ERANGE error, by retrying with a larger buffer.",2018-01-23 17:33:56,2018-01-23 17:33:00,P1 normal,
8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,8773,198869,Tools,Other,tools_other,NEW, ---,ip make a stuck list of interfaces,2018-02-22 01:09:50,2018-02-22 01:09:00,P1 blocking,
8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,8774,198965,Tools,Other,tools_other,NEW, ---,Missing depmod is not treated as an error?,2018-03-12 01:42:49,2018-03-02 03:26:00,P1 low,
8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,8775,199079,Tools,Other,tools_other,NEW, ---,"blkid reports that a disk that once was a zfs pool, but is not anymore, is still a zfs pool",2018-03-13 19:08:32,2018-03-11 17:19:00,P1 normal,
8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,8776,199673,Tools,Other,tools_other,NEW, ---,perf Failures in : Test breakpoint overflow signal handler and and Test breakpoint overflow sampling,2018-05-10 05:05:27,2018-05-10 05:05:00,P1 normal,
8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,8777,200269,Tools,Other,tools_other,NEW, ---,CWE-120/CWE-785,2018-06-25 04:17:43,2018-06-25 04:17:00,P1 normal,
8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,8778,200791,Tools,Other,tools_other,NEW, ---,cli command iotop crash,2018-08-10 13:43:55,2018-08-10 13:43:00,P1 normal,
8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,8779,200971,Tools,Other,tools_other,NEW, ---,usbip tools compilation failure with gcc8,2018-08-29 19:55:11,2018-08-29 19:55:00,P1 normal,
8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,202315,Tools,Other,tools_other,NEW, ---,make tools/bpf fails,2019-01-17 23:13:37,2019-01-17 08:28:00,P1 normal,
8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,8781,202437,Tools,Other,tools_other,NEW, ---,Make randconfig (issue with pre-setting of option CONFIG_SLOB=y),2019-01-28 15:10:32,2019-01-28 15:10:00,P1 normal,
8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,8782,203727,Tools,Other,tools_other,NEW, ---,binfmt_misc namespace,2019-05-27 16:57:43,2019-05-27 16:57:00,P1 normal,
8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,8783,204353,Tools,Other,tools_other,NEW, ---,"[btrfs-progs] mkfs.btrfs tool giving error ""unable to add xattr items for"" if only some files in root directory specified in --rootdir DIR has capabiliites set.",2019-07-29 07:45:56,2019-07-29 07:45:00,P1 high,
8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,8784,204907,Tools,Other,tools_other,NEW, ---,bpftool cannot list the contents of an lpm_trie,2019-09-18 18:26:02,2019-09-18 18:26:00,P1 normal,
8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,8785,206505,Tools,Other,tools_other,NEW, ---,scripts/kallsyms stops on glibc malloc.c assertion,2020-02-12 13:19:39,2020-02-12 11:23:00,P1 blocking,
8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,207091,Tools,Other,tools_other,NEW, ---,cpupower: French translation prints mojibake,2020-04-03 17:57:43,2020-04-03 17:57:00,P1 low,
8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,8787,207113,Tools,Other,tools_other,NEW, ---,Possible memory leak in  unxz(),2020-04-05 15:25:47,2020-04-05 15:25:00,P1 normal,
8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,8788,207779,Tools,Other,tools_other,NEW, ---,Build fail: libtraceevent-dynamic-list:2: ignoring invalid character `@' in script,2020-05-18 21:44:49,2020-05-18 20:52:00,P1 normal,
8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,8789,207785,Tools,Other,tools_other,NEW, ---,"keytutils 1.6.1 Use of ""private"" in keyutils_dh_compute_kdf() prevents usage of this code as a library in C++ projects",2020-05-29 17:59:54,2020-05-19 17:04:00,P1 high,
8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,8790,207805,Tools,Other,tools_other,NEW, ---,Razor,2022-01-30 13:07:11,2020-05-20 22:54:00,P1 normal,
8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,8791,208187,Tools,Other,tools_other,NEW, ---,objtool doesn't support some VEX instructions,2021-12-10 15:35:43,2020-06-15 14:39:00,P1 normal,
8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,8792,209065,Tools,Other,tools_other,NEW, ---,syslog_print_all exist a kernel information leak bug,2020-08-29 02:43:03,2020-08-29 02:35:00,P1 normal,
8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,8793,209231,Tools,Other,tools_other,NEW, ---,[util-linux] eject not working in LXC container,2020-09-10 22:18:05,2020-09-10 22:18:00,P1 normal,
8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,8794,209539,Tools,Other,tools_other,NEW, ---,usbip attach gets stuck in an infinite loop when run concurrently with another,2020-10-06 09:44:28,2020-10-06 09:44:00,P1 normal,
8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,210527,Tools,Other,tools_other,NEW, ---,[C gcc] date-time warning control does not exist,2020-12-07 15:41:32,2020-12-07 15:01:00,P1 normal,
8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,8796,210959,Tools,Other,tools_other,NEW, ---,a doubt with bpftool for BPF_PROG_TYPE_TRACEPOINT,2020-12-30 02:44:09,2020-12-30 02:34:00,P1 low,
8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,8797,211213,Tools,Other,tools_other,NEW, ---,ls command and piping exit code bug for numerous file,2021-01-15 14:52:46,2021-01-15 14:52:00,P1 low,
8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,8798,211909,Tools,Other,tools_other,NEW, ---,[/bin/kill] BUG: NULL pointer dereference when passing negative PID as argument for -9 option,2021-02-28 22:12:47,2021-02-23 20:30:00,P1 high,
8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,212287,Tools,Other,tools_other,NEW, ---,How can only catch 'user space' instructions with 'perf record'?,2021-03-17 02:26:50,2021-03-15 06:22:00,P1 normal,
8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,212315,Tools,Other,tools_other,NEW, ---,Why does the 'perf.data' so big while only recorded 5 samples?,2021-03-17 11:45:50,,,
8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,8801,212445,Tools,Other,tools_other,NEW, ---,No 'filename' with the command 'perf trace -e open* --max-events 10',2021-03-26 03:00:05,,,
8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,8802,213235,Tools,Other,tools_other,NEW, ---,scripts/checkpatch.pl: TRAILING_STATEMENTS error in one line conditional statement,2021-05-27 08:25:34,,,
8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,8803,214981,Tools,Other,tools_other,NEW, ---,scripts/checkpatch.pl --ignore C99_COMMENT_TOLERANCE conflicts with SPDX_LICENSE_TAG,2021-11-10 17:30:53,,,
8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,8804,215377,Tools,Other,tools_other,NEW, ---,net-wireless/iwd-1.18 - free(): double free detected in tcache 2,2021-12-20 16:45:07,,,
8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,8805,215477,Tools,Other,tools_other,NEW, ---,"perf: ""System does not support topdown"" on Alder Lake",2022-01-10 14:59:22,,,
8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,8806,215537,Tools,Other,tools_other,NEW, ---,testusb not able to show proper speed for USB 3.0 devices,2022-01-27 11:45:58,,,
8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,8807,215666,Tools,Other,tools_other,NEW, ---,IWD loses connection repeating and randomly.,2022-03-07 16:34:34,,,
8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,201387,Tools,pm-graph,tools_pm_graph,NEW, ---,dev mode instrumentation of i2c_hid and i915,2018-10-13 00:46:22,,,
8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,201389,Tools,pm-graph,tools_pm_graph,NEW, ---,Show dmesg/ftrace time somehow in the timeline header,2018-10-13 00:49:37,,,
8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,8810,201395,Tools,pm-graph,tools_pm_graph,NEW, ---,"in dev mode, kprobes which happen in the same thread as device callbacks are ignored",2018-10-13 01:03:54,,,
8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,8811,201397,Tools,pm-graph,tools_pm_graph,NEW, ---,Display the current definition of jiffies in the timeline.,2018-10-13 01:07:32,,,
8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,8812,201401,Tools,pm-graph,tools_pm_graph,NEW, ---,bootgraph: add dmesg error/warning info to the boot timeline,2018-10-13 01:14:02,,,
8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,201403,Tools,pm-graph,tools_pm_graph,NEW, ---,bootgraph: add mutex info to see what initcalls are waiting on,2018-10-13 01:16:03,,,
8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,8814,201405,Tools,pm-graph,tools_pm_graph,NEW, ---,bootgraph: enable config files,2018-10-13 01:17:20,,,
8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,8815,201407,Tools,pm-graph,tools_pm_graph,NEW, ---,Find a way to support massive callgraphs without crashing the browser.,2018-10-13 01:21:37,,,
